,title,URL,localization,surface,price,rent,num_of_rooms,building_material,heating,floor,num_of_floors,market,year,type_of_building,condition
2925,Wygodny Apartament M112,https://www.otodom.pl/pl/oferta/wygodny-apartament-m112-ID4aTL6,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,32 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2926,Nowoczesny Apartament M113,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m113-ID4aTKZ,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,71 m²",Zapytaj o cenę,,1,,,3,14,pierwotny,2023,,do wykończenia
2927,Nowy Apartament M114,https://www.otodom.pl/pl/oferta/nowy-apartament-m114-ID4aTK3,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,19 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2928,Komfortowy Apartament M115,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m115-ID4aTJO,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,71 m²",Zapytaj o cenę,,1,,,3,14,pierwotny,2023,,do wykończenia
2929,Dwupokojowy Apartament M116,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m116-ID4aTIK,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,08 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2930,Ustawny Apartament M117,https://www.otodom.pl/pl/oferta/ustawny-apartament-m117-ID4aTIz,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","47,69 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2931,Wygodny Apartament M118,https://www.otodom.pl/pl/oferta/wygodny-apartament-m118-ID4aTHo,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,87 m²",Zapytaj o cenę,,1,,,3,14,pierwotny,2023,,do wykończenia
2932,Słoneczny Apartament M225,https://www.otodom.pl/pl/oferta/sloneczny-apartament-m225-ID4aTG7,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","47,69 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2933,Nowa inwestycja w okolicach Krakowskiej bez Pcc,https://www.otodom.pl/pl/oferta/nowa-inwestycja-w-okolicach-krakowskiej-bez-pcc-ID49sFm,"Krakowska, Rzeszów, podkarpackie","44,27 m²",305 463 zł,,2,pustak,,5,7,pierwotny,2022,blok,do wykończenia
2934,Nowoczesny Apartament M226,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m226-ID4aTEq,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,08 m²",Zapytaj o cenę,,1,,,3,14,pierwotny,2023,,do wykończenia
2935,Kompaktowy Apartament M227,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m227-ID4aTDx,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,70 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2936,Komfortowy Apartament M228,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m228-ID4aTDg,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,19 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2937,Nowy Apartament M229,https://www.otodom.pl/pl/oferta/nowy-apartament-m229-ID4aTCN,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,70 m²",Zapytaj o cenę,,1,,,3,14,pierwotny,2023,,do wykończenia
2938,Dwupokojowy Apartament M230,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m230-ID4aTCH,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,08 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2939,Przytulny Apartament M231,https://www.otodom.pl/pl/oferta/przytulny-apartament-m231-ID4aTBI,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,22 m²",Zapytaj o cenę,,1,,,3,14,pierwotny,2023,,do wykończenia
2940,Przestronny Apartament M332,https://www.otodom.pl/pl/oferta/przestronny-apartament-m332-ID4aTBn,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","70,24 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2941,Wygodny Apartament M333,https://www.otodom.pl/pl/oferta/wygodny-apartament-m333-ID4aTBd,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,28 m²",Zapytaj o cenę,,2,,,3,14,pierwotny,2023,,do wykończenia
2942,Nowoczesny Apartament M22,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m22-ID4aTzO,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,39 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2943,Nowy Apartament M23,https://www.otodom.pl/pl/oferta/nowy-apartament-m23-ID4aTz1,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","38,72 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2944,Trzypokojowy Apartament M24,https://www.otodom.pl/pl/oferta/trzypokojowy-apartament-m24-ID4aTyN,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","72,46 m²",Zapytaj o cenę,,3,,,4,14,pierwotny,2023,,do wykończenia
2945,Praktyczny Apartament M25,https://www.otodom.pl/pl/oferta/praktyczny-apartament-m25-ID4aTyE,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,77 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2946,Przytulny Apartament M26,https://www.otodom.pl/pl/oferta/przytulny-apartament-m26-ID4aTyc,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,26 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2947,Wygodny Apartament M27,https://www.otodom.pl/pl/oferta/wygodny-apartament-m27-ID4aTxo,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,80 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2948,Ustawny Apartament M28,https://www.otodom.pl/pl/oferta/ustawny-apartament-m28-ID4aTvK,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,06 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2949,Nowoczesny Apartament M119,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m119-ID4aTvB,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","40,91 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2950,Komfortowy Apartament M120,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m120-ID4aTvp,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","37,02 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2951,Nowy Apartament M121,https://www.otodom.pl/pl/oferta/nowy-apartament-m121-ID4aTs4,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,74 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2952,Dwupokojowy Apartament M122,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m122-ID4aTrX,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","41,88 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2953,Kompaktowy Apartament M123,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m123-ID4aTrh,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,60 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2954,Komfortowy Apartament M124,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m124-ID4aTqK,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","41,88 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2955,Nowoczesny Apartament M125,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m125-ID4aTqh,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,80 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2956,Przytulny Apartament M126,https://www.otodom.pl/pl/oferta/przytulny-apartament-m126-ID4aTq6,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,88 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2957,Wygodny Apartament M127,https://www.otodom.pl/pl/oferta/wygodny-apartament-m127-ID4aTpV,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,87 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2958,Dwupokojowy Apartament M233,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m233-ID4aToO,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","40,91 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2959,Nowy Apartament M234,https://www.otodom.pl/pl/oferta/nowy-apartament-m234-ID4aTor,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,90 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2960,Ustawny Apartament M235,https://www.otodom.pl/pl/oferta/ustawny-apartament-m235-ID4aTnn,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,80 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2961,Wygodny Apartament M236,https://www.otodom.pl/pl/oferta/wygodny-apartament-m236-ID4aTmx,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","41,88 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2962,Kompaktowy Apartament M237,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m237-ID4aTmm,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,60 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2963,Dwupokojowy Apartament M238,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m238-ID4aTm9,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","41,88 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2964,Ustawny Apartament M239,https://www.otodom.pl/pl/oferta/ustawny-apartament-m239-ID4aTlM,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,80 m²",Zapytaj o cenę,,3,,,4,14,pierwotny,2023,,do wykończenia
2965,Nowoczesny Apartament M240,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m240-ID4aTlv,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","48,50 m²",Zapytaj o cenę,,2,,,4,14,pierwotny,2023,,do wykończenia
2966,Nowy Apartament M241,https://www.otodom.pl/pl/oferta/nowy-apartament-m241-ID4aTkZ,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,88 m²",Zapytaj o cenę,,1,,,4,14,pierwotny,2023,,do wykończenia
2967,Trzypokojowy Apartament M337,https://www.otodom.pl/pl/oferta/trzypokojowy-apartament-m337-ID4aTkS,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","71,42 m²",Zapytaj o cenę,,3,,,4,14,pierwotny,2023,,do wykończenia
2968,Ustawny Apartament M72,https://www.otodom.pl/pl/oferta/ustawny-apartament-m72-ID4aTjH,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto",31 m²,Zapytaj o cenę,,1,,,> 10,14,pierwotny,2023,,do wykończenia
2969,Przestronny Apartament M31,https://www.otodom.pl/pl/oferta/przestronny-apartament-m31-ID4aTjC,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","72,46 m²",Zapytaj o cenę,,3,,,5,14,pierwotny,2023,,do wykończenia
2970,Kompaktowy Apartament M32,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m32-ID4aTjo,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,52 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2971,Mieszkanie z szybkim terminem oddania,https://www.otodom.pl/pl/oferta/mieszkanie-z-szybkim-terminem-oddania-ID4aTjb,"Krasne, rzeszowski, podkarpackie","40,09 m²",262 210 zł,,3,,miejskie,parter,4,pierwotny,2021,blok,do wykończenia
2972,Słoneczny Apartament M33,https://www.otodom.pl/pl/oferta/sloneczny-apartament-m33-ID4aTj4,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,26 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2973,Wygodny Apartament M34,https://www.otodom.pl/pl/oferta/wygodny-apartament-m34-ID4aTiO,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,85 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2974,Przytulny Apartament M35,https://www.otodom.pl/pl/oferta/przytulny-apartament-m35-ID4aTi2,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","47,60 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2975,Kompaktowy Apartament M129,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m129-ID4aThr,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","37,02 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2976,Nowoczesny Apartament M130,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m130-ID4aTh2,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","40,07 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2977,Nowy Apartament M131,https://www.otodom.pl/pl/oferta/nowy-apartament-m131-ID4aTgP,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,71 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2978,Komfortowy Apartament M132,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m132-ID4aTgA,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,86 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2979,Przytulny Apartament M133,https://www.otodom.pl/pl/oferta/przytulny-apartament-m133-ID4aTg9,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,71 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2980,Wygodny Apartament M134,https://www.otodom.pl/pl/oferta/wygodny-apartament-m134-ID4aTg7,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,85 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2981,Dwupokojowy Apartament M135,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m135-ID4aTfQ,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,88 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2982,Ustawny Apartament M242,https://www.otodom.pl/pl/oferta/ustawny-apartament-m242-ID4aTfI,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,88 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2983,Dwupokojowy Apartament M247,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m247-ID4aSgS,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","41,88 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2984,Nowoczesny Apartament M243,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m243-ID4aSho,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","48,50 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2985,Nowy Apartament M244,https://www.otodom.pl/pl/oferta/nowy-apartament-m244-ID4aShn,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,85 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2986,Słoneczny Apartament M245,https://www.otodom.pl/pl/oferta/sloneczny-apartament-m245-ID4aShc,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,70 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2987,Ustawny Apartament M246,https://www.otodom.pl/pl/oferta/ustawny-apartament-m246-ID4aSh2,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,86 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2988,Przytulny Apartament M248,https://www.otodom.pl/pl/oferta/przytulny-apartament-m248-ID4aSgC,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,85 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2989,Komfortowy Apartament M249,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m249-ID4aSgy,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,88 m²",Zapytaj o cenę,,2,,,5,14,pierwotny,2023,,do wykończenia
2990,Trzypokojowy Apartament M342,https://www.otodom.pl/pl/oferta/trzypokojowy-apartament-m342-ID4aSga,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","71,48 m²",Zapytaj o cenę,,1,,,5,14,pierwotny,2023,,do wykończenia
2991,Wygodny Apartament M36,https://www.otodom.pl/pl/oferta/wygodny-apartament-m36-ID4aSg1,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,39 m²",Zapytaj o cenę,,1,,,6,14,pierwotny,2023,,do wykończenia
2992,Przestronny Apartament M38,https://www.otodom.pl/pl/oferta/przestronny-apartament-m38-ID4aSfV,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","63,80 m²",Zapytaj o cenę,,3,,,6,14,pierwotny,2023,,do wykończenia
2993,Kompaktowy Apartament M39,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m39-ID4aSfL,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","35,52 m²",Zapytaj o cenę,,1,,,6,14,pierwotny,2023,,do wykończenia
2994,Przytulny Apartament M40,https://www.otodom.pl/pl/oferta/przytulny-apartament-m40-ID4aRP4,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,42 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
2995,Nowoczesny Apartament M41,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m41-ID4aROV,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,85 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
2996,Nowy Apartament M42,https://www.otodom.pl/pl/oferta/nowy-apartament-m42-ID4aROQ,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,06 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
2997,"Wyjątkowy apartament, duży taras, widok na jezioro",https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-duzy-taras-widok-na-jezioro-ID4aROt,"Kwiatkowskiego, Rzeszów, podkarpackie",59 m²,649 000 zł,,3,pustak,gazowe,4,5,wtórny,2017,blok,do zamieszkania
2998,Słoneczny Apartament M139,https://www.otodom.pl/pl/oferta/sloneczny-apartament-m139-ID4aROj,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","40,07 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
2999,Atrakcyjny Apartament M140,https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-m140-ID4aROe,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,71 m²",Zapytaj o cenę,,1,,,6,14,pierwotny,2023,,do wykończenia
3000,Ustawny Apartament M141,https://www.otodom.pl/pl/oferta/ustawny-apartament-m141-ID4aRO1,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,86 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
3001,Komfortowy Apartament M142,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m142-ID4aRND,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","33,71 m²",Zapytaj o cenę,,1,,,6,14,pierwotny,2023,,do wykończenia
3002,Dwupokojowe Apartament M143,https://www.otodom.pl/pl/oferta/dwupokojowe-apartament-m143-ID4aRMS,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,85 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
3003,Przytulny Apartament M144,https://www.otodom.pl/pl/oferta/przytulny-apartament-m144-ID4aRMN,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,88 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
3004,Słoneczny Apartament M145,https://www.otodom.pl/pl/oferta/sloneczny-apartament-m145-ID4aRMJ,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,87 m²",Zapytaj o cenę,,1,,,6,14,pierwotny,2023,,do wykończenia
3005,Wygodny Apartament M251,https://www.otodom.pl/pl/oferta/wygodny-apartament-m251-ID4aRM6,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,88 m²",Zapytaj o cenę,,1,,,6,14,pierwotny,2023,,do wykończenia
3006,Nowoczesny Apartament M252,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m252-ID4aRLX,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,88 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
3007,Nowy Apartament M253,https://www.otodom.pl/pl/oferta/nowy-apartament-m253-ID4aRLJ,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,85 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
3008,Kompaktowy Apartament M255,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m255-ID4aRLH,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,86 m²",Zapytaj o cenę,,3,,,6,14,pierwotny,2023,,do wykończenia
3009,Kompaktowy Apartament M257,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m257-ID4aRLA,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","52,67 m²",Zapytaj o cenę,,2,,,6,14,pierwotny,2023,,do wykończenia
3010,Praktyczny Apartament M259,https://www.otodom.pl/pl/oferta/praktyczny-apartament-m259-ID4aRL8,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,88 m²",Zapytaj o cenę,,1,,,6,14,pierwotny,2023,,do wykończenia
3011,Trzypokojowy Apartament M347,https://www.otodom.pl/pl/oferta/trzypokojowy-apartament-m347-ID4aRKe,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","62,78 m²",Zapytaj o cenę,,3,,,6,14,pierwotny,2023,,do wykończenia
3012,Praktyczny Apartament M325,https://www.otodom.pl/pl/oferta/praktyczny-apartament-m325-ID4aRJO,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","29,67 m²",Zapytaj o cenę,,1,,,1,14,pierwotny,2023,,do wykończenia
3013,Słoneczny Apartament M260,https://www.otodom.pl/pl/oferta/sloneczny-apartament-m260-ID4aRJD,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","40,91 m²",Zapytaj o cenę,,2,,,7,14,pierwotny,2023,,do wykończenia
3014,Komfortowy Apartament M261,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m261-ID4aRIG,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","39,88 m²",Zapytaj o cenę,,2,,,7,14,pierwotny,2023,,do wykończenia
3015,Ustawny Apartament M262,https://www.otodom.pl/pl/oferta/ustawny-apartament-m262-ID4aRIs,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,85 m²",Zapytaj o cenę,,2,,,7,14,pierwotny,2023,,do wykończenia
3016,Nowoczesny Apartament M263,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-m263-ID4aRIo,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","41,88 m²",Zapytaj o cenę,,2,,,7,14,pierwotny,2023,,do wykończenia
3017,Przytulny Apartament M264,https://www.otodom.pl/pl/oferta/przytulny-apartament-m264-ID4aRI7,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,86 m²",Zapytaj o cenę,,2,,,7,14,pierwotny,2023,,do wykończenia
3018,Nowy Apartament M265,https://www.otodom.pl/pl/oferta/nowy-apartament-m265-ID4aRHX,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","41,88 m²",Zapytaj o cenę,,2,,,7,14,pierwotny,2023,,do wykończenia
3019,Wygodny Apartament M266,https://www.otodom.pl/pl/oferta/wygodny-apartament-m266-ID4aRHu,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,85 m²",Zapytaj o cenę,,2,,,7,14,pierwotny,2023,,do wykończenia
3020,Dwupokojowy Apartament M267,https://www.otodom.pl/pl/oferta/dwupokojowy-apartament-m267-ID4aRH6,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","48,50 m²",Zapytaj o cenę,,2,,,7,14,pierwotny,2023,,do wykończenia
3021,Kompaktowy Apartament M268,https://www.otodom.pl/pl/oferta/kompaktowy-apartament-m268-ID4aRGX,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","32,88 m²",Zapytaj o cenę,,2,,,7,14,pierwotny,2023,,do wykończenia
3022,Komfortowy Apartament M51,https://www.otodom.pl/pl/oferta/komfortowy-apartament-m51-ID4aRvU,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","38,72 m²",Zapytaj o cenę,,2,,,8,14,pierwotny,2023,,do wykończenia
3023,Przestronny Apartament M52,https://www.otodom.pl/pl/oferta/przestronny-apartament-m52-ID4aRvR,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","72,25 m²",Zapytaj o cenę,,3,,,8,14,pierwotny,2023,,do wykończenia
3024,Wygodny Apartament M53,https://www.otodom.pl/pl/oferta/wygodny-apartament-m53-ID4aRvL,"Rzeszów, Nowe Miasto, al. mjr. Wacława Kopisto","43,77 m²",Zapytaj o cenę,,2,,,8,14,pierwotny,2023,,do wykończenia
